algorithm,iterations,optimal
GA,5,50.204
GA,5,58.776
GA,5,65.633
GA,10,57.878
GA,10,62.204
GA,10,64.082
GA,20,64.245
GA,20,65.633
GA,20,65.633
GA,30,65.633
GA,30,65.633
GA,30,65.633
GA,40,60.163
GA,40,61.061
GA,40,65.633
GA,50,64.327
GA,50,65.633
GA,100,65.633
GA,100,65.633
GA,200,65.633
GA,200,65.633
GA,500,65.633
GA,500,65.633
GA,1000,65.633
GA,1000,65.633
GA,1500,65.633
GA,1500,65.633
RHC,5,65.633
RHC,5,65.633
RHC,5,65.633
RHC,10,65.633
RHC,10,65.633
RHC,10,65.633
RHC,20,65.633
RHC,20,65.633
RHC,20,65.633
RHC,30,65.633
RHC,30,65.633
RHC,30,65.633
RHC,40,65.633
RHC,40,65.633
RHC,40,65.633
RHC,50,65.633
RHC,50,65.633
RHC,100,65.633
RHC,100,65.633
RHC,200,65.633
RHC,200,65.633
RHC,500,66.204
RHC,500,67.102
RHC,1000,65.388
RHC,1000,66.449
RHC,1500,70.204
RHC,1500,70.857
SA,5,65.633
SA,5,65.633
SA,5,65.633
SA,10,65.633
SA,10,65.633
SA,10,65.633
SA,20,34.367
SA,20,34.367
SA,20,34.612
SA,30,33.796
SA,30,33.959
SA,30,65.633
SA,40,65.633
SA,40,65.633
SA,40,65.633
SA,50,65.633
SA,50,65.633
SA,100,65.633
SA,100,65.633
SA,200,65.633
SA,200,65.633
SA,500,65.633
SA,500,65.633
SA,1000,66.857
SA,1000,67.347
SA,1500,65.959
SA,1500,68.980
Backprop,5,65.306
Backprop,5,65.878
Backprop,5,66.122
Backprop,10,66.122
Backprop,10,67.755
Backprop,10,69.878
Backprop,20,70.449
Backprop,20,70.857
Backprop,20,74.776
Backprop,30,64.408
Backprop,30,67.837
Backprop,30,74.204
Backprop,40,71.102
Backprop,40,71.347
Backprop,40,74.939
Backprop,50,68.735
Backprop,50,75.265
Backprop,100,66.286
Backprop,100,66.367
Backprop,200,62.612
Backprop,200,65.959
Backprop,500,69.469
Backprop,500,72.816
Backprop,1000,71.429
Backprop,1000,71.837
Backprop,1500,67.102
Backprop,1500,77.143
